4300000098|4300000001
4300000729|4300000002
4300000360|4300000003
4300000991|4300000004
4300000622|4300000005
4300000253|4300000006
4300000884|4300000007
4300000515|4300000008
4300000146|4300000009
4300000777|4300000010
4300000408|4300000011
4300000039|4300000012
4300000670|4300000013
4300000301|4300000014
4300000932|4300000015
4300000563|4300000016
4300000194|4300000017
4300000825|4300000018
4300000456|4300000019
4300000087|4300000020
4300000718|4300000021
4300000349|4300000022
4300000980|4300000023
4300000611|4300000024
4300000242|4300000025
4300000873|4300000026
4300000504|4300000027
4300000135|4300000028
4300000766|4300000029
4300000397|4300000030
4300000028|4300000031
4300000659|4300000032
4300000290|4300000033
4300000921|4300000034
4300000552|4300000035
4300000183|4300000036
4300000814|4300000037
4300000445|4300000038
4300000076|4300000039
4300000707|4300000040
4300000338|4300000041
4300000969|4300000042
4300000600|4300000043
4300000231|4300000044
4300000862|4300000045
4300000493|4300000046
4300000124|4300000047
4300000755|4300000048
4300000386|4300000049
4300000017|4300000050
4300000648|4300000051
4300000279|4300000052
4300000910|4300000053
4300000541|4300000054
4300000172|4300000055
4300000803|4300000056
4300000434|4300000057
4300000065|4300000058
4300000696|4300000059
4300000327|4300000060
4300000958|4300000061
4300000589|4300000062
4300000220|4300000063
4300000851|4300000064
4300000482|4300000065
4300000113|4300000066
4300000744|4300000067
4300000375|4300000068
4300000006|4300000069
4300000637|4300000070
4300000268|4300000071
4300000899|4300000072
4300000530|4300000073
4300000161|4300000074
4300000792|4300000075
4300000423|4300000076
4300000054|4300000077
4300000685|4300000078
4300000316|4300000079
4300000947|4300000080
4300000578|4300000081
4300000209|4300000082
4300000840|4300000083
4300000471|4300000084
4300000102|4300000085
4300000733|4300000086
4300000364|4300000087
4300000995|4300000088
4300000626|4300000089
4300000257|4300000090
4300000888|4300000091
4300000519|4300000092
4300000150|4300000093
4300000781|4300000094
4300000412|4300000095
4300000043|4300000096
4300000674|4300000097
4300000305|4300000098
4300000936|4300000099
4300000567|4300000100
4300000198|4300000101
4300000829|4300000102
4300000460|4300000103
4300000091|4300000104
4300000722|4300000105
4300000353|4300000106
4300000984|4300000107
4300000615|4300000108
4300000246|4300000109
4300000877|4300000110
4300000508|4300000111
4300000139|4300000112
4300000770|4300000113
4300000401|4300000114
4300000032|4300000115
4300000663|4300000116
4300000294|4300000117
4300000925|4300000118
4300000556|4300000119
4300000187|4300000120
4300000818|4300000121
4300000449|4300000122
4300000080|4300000123
4300000711|4300000124
4300000342|4300000125
4300000973|4300000126
4300000604|4300000127
4300000235|4300000128
4300000866|4300000129
4300000497|4300000130
4300000128|4300000131
4300000759|4300000132
4300000390|4300000133
4300000021|4300000134
4300000652|4300000135
4300000283|4300000136
4300000914|4300000137
4300000545|4300000138
4300000176|4300000139
4300000807|4300000140
4300000438|4300000141
4300000069|4300000142
4300000700|4300000143
4300000331|4300000144
4300000962|4300000145
4300000593|4300000146
4300000224|4300000147
4300000855|4300000148
4300000486|4300000149
4300000117|4300000150
4300000748|4300000151
4300000379|4300000152
4300000010|4300000153
4300000641|4300000154
4300000272|4300000155
4300000903|4300000156
4300000534|4300000157
4300000165|4300000158
4300000796|4300000159
4300000427|4300000160
4300000058|4300000161
4300000689|4300000162
4300000320|4300000163
4300000951|4300000164
4300000582|4300000165
4300000213|4300000166
4300000844|4300000167
4300000475|4300000168
4300000106|4300000169
4300000737|4300000170
4300000368|4300000171
4300000999|4300000172
4300000630|4300000173
4300000261|4300000174
4300000892|4300000175
4300000523|4300000176
4300000154|4300000177
4300000785|4300000178
4300000416|4300000179
4300000047|4300000180
4300000678|4300000181
4300000309|4300000182
4300000940|4300000183
4300000571|4300000184
4300000202|4300000185
4300000833|4300000186
4300000464|4300000187
4300000095|4300000188
4300000726|4300000189
4300000357|4300000190
4300000988|4300000191
4300000619|4300000192
4300000250|4300000193
4300000881|4300000194
4300000512|4300000195
4300000143|4300000196
4300000774|4300000197
4300000405|4300000198
4300000036|4300000199
4300000667|4300000200
4300000298|4300000201
4300000929|4300000202
4300000560|4300000203
4300000191|4300000204
4300000822|4300000205
4300000453|4300000206
4300000084|4300000207
4300000715|4300000208
4300000346|4300000209
4300000977|4300000210
4300000608|4300000211
4300000239|4300000212
4300000870|4300000213
4300000501|4300000214
4300000132|4300000215
4300000763|4300000216
4300000394|4300000217
4300000025|4300000218
4300000656|4300000219
4300000287|4300000220
4300000918|4300000221
4300000549|4300000222
4300000180|4300000223
4300000811|4300000224
4300000442|4300000225
4300000073|4300000226
4300000704|4300000227
4300000335|4300000228
4300000966|4300000229
4300000597|4300000230
4300000228|4300000231
4300000859|4300000232
4300000490|4300000233
4300000121|4300000234
4300000752|4300000235
4300000383|4300000236
4300000014|4300000237
4300000645|4300000238
4300000276|4300000239
4300000907|4300000240
4300000538|4300000241
4300000169|4300000242
4300000800|4300000243
4300000431|4300000244
4300000062|4300000245
4300000693|4300000246
4300000324|4300000247
4300000955|4300000248
4300000586|4300000249
4300000217|4300000250
4300000848|4300000251
4300000479|4300000252
4300000110|4300000253
4300000741|4300000254
4300000372|4300000255
4300000003|4300000256
4300000634|4300000257
4300000265|4300000258
4300000896|4300000259
4300000527|4300000260
4300000158|4300000261
4300000789|4300000262
4300000420|4300000263
4300000051|4300000264
4300000682|4300000265
4300000313|4300000266
4300000944|4300000267
4300000575|4300000268
4300000206|4300000269
4300000837|4300000270
4300000468|4300000271
4300000099|4300000272
4300000730|4300000273
4300000361|4300000274
4300000992|4300000275
4300000623|4300000276
4300000254|4300000277
