4300000001|2000|1|2000-01-01|6002442737.19|1425901906.68|0.55|0.50|0.24|1477611151.63|11536558307.72|34207437763.82|2593608488|2852969336
4300000001|2000|2|2000-04-01|6646299649.53|1419685602.21|0.56|0.51|0.21|1348146987.00|11396173243.19|34547901156.27|2523943919|2776338310
4300000001|2000|3|2000-07-01|7023485100.15|1352582825.97|0.48|0.43|0.19|1541904181.42|11640713251.62|32021539531.14|2833014520|3116315972
4300000001|2000|4|2000-10-01|7147476725.19|1460656499.98|0.56|0.51|0.20|1601654816.36|11407989594.72|31327270170.90|2621064368|2883170804
4300000001|2001|1|2001-01-01|7686837795.59|1564575278.58|0.54|0.49|0.20|1727445859.40|11906205868.23|29429274985.56|2873691316|3161060447
4300000001|2001|2|2001-04-01|7206266244.28|1688816534.54|0.59|0.54|0.23|1784503253.90|10966950247.03|26865602868.79|2848965352|3133861887
4300000001|2001|3|2001-07-01|7249205035.09|1745903161.14|0.67|0.61|0.24|1792594109.49|10605805191.82|24277903075.80|2607632111|2868395322
4300000001|2001|4|2001-10-01|7843932019.28|1650379576.04|0.64|0.58|0.21|2026846256.78|10107191251.10|25309138815.97|2566987406|2823686146
4300000001|2002|1|2002-01-01|7187660329.36|1668231546.93|0.61|0.56|0.23|2079264886.31|10903055792.33|26252473232.33|2713259368|2984585304
4300000001|2002|2|2002-04-01|7440793967.29|1914026291.21|0.69|0.63|0.26|1911496679.94|10881826216.00|23682824606.61|2754699144|3030169058
4300000001|2002|3|2002-07-01|8103043733.47|1867407425.24|0.62|0.56|0.23|1889914971.52|9853775689.13|26849354471.63|3020411905|3322453095
4300000001|2002|4|2002-10-01|8310522692.32|1722185273.60|0.62|0.56|0.21|2035871427.95|8991883927.90|28794817152.05|2779388020|3057326822
4300000001|2003|1|2003-01-01|7821166162.88|1721155714.57|0.67|0.61|0.22|2046288909.32|9466994874.72|32702561658.29|2570317345|2827349079
4300000001|2003|2|2003-04-01|8195828129.28|1790363996.00|0.76|0.69|0.22|2177517112.49|8936309377.86|35879438334.42|2364400697|2600840766
4300000001|2003|3|2003-07-01|7820861468.83|1805514548.65|0.76|0.69|0.23|2306061839.77|9790606168.85|33484139251.24|2375932044|2613525248
4300000001|2003|4|2003-10-01|7822355111.76|1825985079.28|0.78|0.71|0.23|2311308096.93|9623667891.40|37091728344.75|2338021356|2571823491
4300000001|2004|1|2004-01-01|7051155102.41|2095792741.46|0.82|0.75|0.30|2184653763.30|9711346243.24|36548842204.23|2546920572|2801612629
4300000001|2004|2|2004-04-01|6620193406.22|1939815565.75|0.73|0.67|0.29|2476592370.52|8811244277.91|36334519180.32|2644290861|2908719947
4300000001|2004|3|2004-07-01|6559943516.96|2083129519.49|0.86|0.78|0.32|2843120695.07|7936714708.55|32707682943.89|2432561628|2675817790
4300000001|2004|4|2004-10-01|5949724990.00|2149364860.51|0.80|0.73|0.36|2660376862.67|8332215213.08|34852811377.52|2687179682|2955897650
4300000002|2000|1|2000-01-01|2496565787.38|1634109664.00|0.24|0.22|0.65|2034632464.25|29871698874.01|27777249917.09|6674928415|7342421256
